Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,-9999,age_exact,position,starts,minutes,squad
Christopher Opéri,DF,ci Côte d'Ivoire,29,1.tr Başakşehir,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,914bb955,29.0,DF,1,90,Côte d'Ivoire
Jerome Opoku,DF,gh Ghana,27,1.tr Başakşehir,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,091d6ee5,27.0,DF,3,270,Ghana
Joel Ordóñez,DF,ec Ecuador,22,1.be Club Brugge,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2990a15c,22.0,DF,3,225,Ecuador
Nicolás Otamendi,DF,ar Argentina,38,1.pt Benfica,1988,7,1,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0d267745,38.0,DF,1,247,Argentina
Ayoub Al-Oui,DF,qa Qatar,21,1.qa Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,010e5bae,21.0,DF,2,149,Qatar
Azzedine Ounahi,MF,ma Morocco,26,1.es Girona,2000,6,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0.0,0.41,0.41,0.41,83299cc0,26.0,MF,5,435,Morocco
Mohammed Al-Owais,GK,sa Saudi Arabia,34,1.sa Al-Ula,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,f2c060c6,34.0,GK,3,270,Saudi Arabia
Elisha Owusu,MF,gh Ghana,28,1.fr Auxerre,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e2781082,28.0,MF,2,151,Ghana
Mikel Oyarzabal,FW,es Spain,29,1.es Real Sociedad,1997,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15,0.9,0.6,0.75,8c3c640c,29.0,FW,8,601,Spain
Salih Özcan,MF,tr Türkiye,28,1.de Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15413fa5,28.0,MF,1,100,Türkiye
Willian Pacho,DF,ec Ecuador,24,1.fr PSG,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ecbe2839,24.0,DF,4,360,Ecuador
Exequiel Palacios,DF,ar Argentina,27,1.de Leverkusen,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e82adcab,27.0,DF,1,90,Argentina
Lucas Paquetá,MF,br Brazil,28,1.br Flamengo,1997,4,4,233,2.6,0,1,1,0,0,0,0,0,0.0,0.39,0.39,0.0,0.39,9b6f7fd5,28.0,MF,4,233,Brazil
Leandro Paredes,MF,ar Argentina,31,1.ar Boca Juniors,1994,7,4,473,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,dff153a4,31.0,MF,4,473,Argentina
Thomas Partey,MF,gh Ghana,33,1.es Villarreal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,529f49ab,33.0,MF,3,270,Ghana
Marco Pašalić,MF,hr Croatia,25,1.us Orlando City,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1866b0f1,25.0,MF,1,99,Croatia
Mario Pašalić,MF,hr Croatia,31,1.it Atalanta,1995,4,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e599253a,31.0,MF,1,123,Croatia
Nathan Patterson,DF,sct Scotland,24,1.eng Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,230f0471,24.0,DF,2,185,Scotland
João Paulo Fernandes,DF,cv Cabo Verde,28,1.ro FCSB,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,afcac9da,28.0,DF,1,105,Cabo Verde
Aleksandar Pavlovic,MF,de Germany,22,1.de Bayern Munich,2004,4,4,272,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2658c82f,22.0,MF,4,272,Germany
Tim Payne,DF,nz New Zealand,32,1.au Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,4e86877c,32.0,DF,3,224,New Zealand
Nicolás Paz,MF,ar Argentina,21,1.it Como,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,01bb93d5,21.0,MF,1,71,Argentina
Marcus Pedersen,DF,no Norway,25,1.it Torino,2000,4,1,236,2.6,1,0,1,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38,596cc50e,25.0,DF,1,236,Norway
Pedri,MF,es Spain,23,1.es Barcelona,2002,8,5,499,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0d9b2d31,23.0,MF,5,499,Spain
Nicolas Pépé,FW,ci Côte d'Ivoire,31,1.es Villarreal,1995,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,57e3f0c7,31.0,FW,3,234,Côte d'Ivoire
Ricardo Pepi,FW,us USA,23,1.nl PSV,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a2b1ed42,23.0,FW,2,204,USA
Ivan Perišić,MFDF,hr Croatia,37,1.nl PSV,1989,4,4,360,4.0,1,1,2,1,0,0,2,0,0.25,0.25,0.5,0.25,0.5,6fe90922,37.0,MF,4,360,Croatia
Jordan Pickford,GK,eng England,32,1.eng Everton,1994,7,7,660,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4806ec67,32.0,GK,7,660,England
Pico,DF,cv Cabo Verde,33,1.ie Shamrock,1992,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,faef0f92,33.0,DF,4,390,Cabo Verde
Frantzdy Pierrot,FW,ht Haiti,31,1.tr Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,307877be,31.0,FW,2,143,Haiti
Kevin Pina,MF,cv Cabo Verde,29,1.ru Krasnodar,1997,4,4,349,3.9,1,0,1,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,296026ae,29.0,MF,4,349,Cabo Verde
Wagner Pina,DF,cv Cabo Verde,23,1.tr Trabzonspor,2002,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9bf22b95,23.0,DF,1,89,Cabo Verde
Isidro Pitta,FW,py Paraguay,26,1.br RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e9fc7295,26.0,FW,1,45,Paraguay
Johny Placide,GK,ht Haiti,38,2.fr Bastia,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,f1666a9d,38.0,GK,3,270,Haiti
Gonzalo Plata,FW,ec Ecuador,25,1.br Flamengo,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,54bcdeb0,25.0,FW,4,360,Ecuador
Marin Pongračić,DF,hr Croatia,28,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2a6cd437,28.0,DF,3,270,Croatia
Pedro Porro,DF,es Spain,26,1.eng Tottenham,1999,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,27d0a506,26.0,DF,6,563,Spain
Stefan Posch,DF,at Austria,29,1.de Mainz 05,1997,4,4,331,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,7f609bfc,29.0,DF,4,331,Austria
Ruben Providence,MF,ht Haiti,24,2.nl Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,26bab383,24.0,MF,3,220,Haiti
Lukáš Provod,FW,cz Czechia,29,1.cz Slavia Prague,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8f21b7bd,29.0,FW,1,122,Czechia
Gustavo Puerta,MF,co Colombia,22,2.es Racing Sant,2003,5,5,469,5.2,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,2c08cab0,22.0,MF,5,469,Colombia
Christian Pulisic,MF,us USA,27,1.it Milan,1998,4,3,223,2.5,0,1,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,1bf33a9a,27.0,MF,3,223,USA
Ahmed Qasem,MFFW,iq Iraq,22,1.us Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27219ecb,22.0,MF,2,123,Iraq
Jarell Quansah,DF,eng England,23,1.de Leverkusen,2003,3,3,197,2.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,4125cb98,23.0,DF,3,197,England
Julián Quiñones,FWMF,mx Mexico,29,1.sa Al-Qadsiah,1997,5,5,410,4.6,4,1,5,4,0,0,0,0,0.88,0.22,1.1,0.88,1.1,5535c728,29.0,FW,5,410,Mexico
Ramy Rabia,DF,eg Egypt,33,1.ae Al Ain,1993,5,3,372,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e32afa36,33.0,DF,3,372,Egypt
Adrien Rabiot,MF,fr France,31,1.it Milan,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,8794e251,31.0,MF,7,585,France
Stjepan Radeljić,DF,ba Bosnia–Herz,28,1.hr Rijeka,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,30e03a25,28.0,DF,2,180,Bosnia–Herz
Jiovany Ramos,DF,pa Panama,29,1.ve Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30cda59f,29.0,DF,2,166,Panama
Raúl Rangel,GK,mx Mexico,26,1.mx Guadalajara,2000,5,5,437,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15f733fb,26.0,GK,5,437,Mexico
Raphinha,MFFW,br Brazil,29,1.es Barcelona,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3423f250,29.0,MF,2,129,Brazil
Nizar Al Rashdan,MF,jo Jordan,27,1.qa Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,feaa0ffd,27.0,MF,3,255,Jordan
Marcus Rashford,MF,eng England,28,1.es Barcelona,1997,6,3,223,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.81,0.4,0.81,a1d5bd30,28.0,MF,3,223,England
Nicolas Raskin,MF,be Belgium,25,1.sct Rangers,2001,6,3,341,3.8,0,2,2,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,dba1f190,25.0,MF,3,341,Belgium
David Raum,DF,de Germany,28,1.de RB Leipzig,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7d450ed3,28.0,DF,1,108,Germany
Noor Al Rawabdeh,MF,jo Jordan,29,1.my Selangor FA,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,3bb06c86,29.0,MF,3,270,Jordan
Rayan,FWMF,br Brazil,19,1.eng Bournemouth,2006,4,3,288,3.2,0,1,1,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,288647fc,19.0,FW,3,288,Brazil
Iqraam Rayners,FW,za South Africa,30,1.za Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,190b0d5e,30.0,FW,2,161,South Africa
Tim Ream,DF,us USA,38,1.us Charlotte,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28b40c9c,38.0,DF,4,360,USA
Tijjani Reijnders,MF,nl Netherlands,27,1.eng Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,afb61630,27.0,MF,3,199,Netherlands
Omar Rekik,DF,tn Tunisia,24,1.si NK Maribor,2001,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,e69e0f7b,24.0,DF,2,180,Tunisia
Israel Reyes,DF,mx Mexico,26,1.mx América,2000,4,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0db8bbc4,26.0,DF,2,202,Mexico
Gio Reyna,MF,us USA,23,1.de Gladbach,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.0,0.69,0.69,0.69,7fa4e703,23.0,MF,1,131,USA
Ramin Rezaeian,DFMF,ir IR Iran,36,1.ir Foolad,1990,3,3,270,3.0,2,1,3,2,0,0,0,0,0.67,0.33,1.0,0.67,1.0,c0ae3446,36.0,DF,3,270,IR Iran
Chadi Riad,DF,ma Morocco,22,1.eng Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,b3b9b8b8,22.0,DF,4,344,Morocco
Declan Rice,MF,eng England,27,1.eng Arsenal,1999,7,7,557,6.2,1,2,3,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,1c7012b8,27.0,MF,7,557,England
Chris Richards,DF,us USA,26,1.eng Crystal Palace,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0a3d6d2b,26.0,DF,4,360,USA
Fabian Rieder,MFFW,ch Switzerland,24,1.de Augsburg,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,c2bd8585,24.0,MF,3,302,Switzerland
Ró-Ró,DF,qa Qatar,35,1.qa Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8735fe66,35.0,DF,3,270,Qatar
Andy Robertson,DF,sct Scotland,32,1.eng Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2e4f5f03,32.0,DF,3,225,Scotland
Antonee Robinson,DFMF,us USA,28,1.eng Fulham,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,289601e6,28.0,DF,4,348,USA
Miles Robinson,DF,us USA,29,1.us FC Cincinnati,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,782a95d9,29.0,DF,1,90,USA
Rodri,MF,es Spain,29,1.eng Manchester City,1996,8,8,724,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6434f10d,29.0,MF,8,724,Spain
Garry Rodrigues,MF,cv Cabo Verde,35,1.cy Apollon Limassol,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,149895bf,35.0,MF,1,76,Cabo Verde
James Rodríguez,FWMF,co Colombia,34,1.us Minnesota Utd,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,715bf047,34.0,FW,5,313,Colombia
Ricardo Rodríguez,DF,ch Switzerland,33,1.es Real Betis,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,7f78ad23,33.0,DF,6,517,Switzerland
Tomás Rodríguez,FW,pa Panama,27,1.cr Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59f97bc8,27.0,FW,1,46,Panama
Morgan Rogers,MF,eng England,23,1.eng Aston Villa,2002,7,3,339,3.8,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,2e5915f1,23.0,MF,3,339,England
Cristian Romero,DF,ar Argentina,28,1.eng Tottenham,1998,7,7,608,6.8,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,a3d94a58,28.0,DF,7,608,Argentina
Luis Romo,MF,mx Mexico,31,1.mx Guadalajara,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,e590bb10,31.0,MF,4,264,Mexico
Cristiano Ronaldo,FW,pt Portugal,41,1.sa Al-Nassr,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0.0,0.61,0.41,0.41,dea698d9,41.0,FW,5,440,Portugal
Eloy Room,GK,cw Curaçao,37,2.us Miami FC,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6b33d86b,37.0,GK,3,270,Curaçao
Antonio Rüdiger,DF,de Germany,33,1.es Real Madrid,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18b896d6,33.0,DF,2,262,Germany
Fabián Ruiz Peña,MF,es Spain,30,1.fr PSG,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,c0c7ff58,30.0,MF,4,321,Spain
Julian Ryerson,DF,no Norway,28,1.de Dortmund,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,009a4f60,28.0,DF,4,223,Norway
Elias Saad,MFFW,tn Tunisia,26,2.de Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78a2284f,26.0,MF,2,116,Tunisia
Mahmoud Saber,MF,eg Egypt,24,1.eg ZED,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0,1.96,1.96,1.96,632c42f5,24.0,MF,1,46,Egypt
Marcel Sabitzer,MF,at Austria,32,1.de Dortmund,1994,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,e280527c,32.0,MF,4,360,Austria
Noah Sadiki,MF,cd Congo DR,21,1.eng Sunderland,2004,4,2,259,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,645481cc,21.0,MF,2,259,Congo DR
Michal Sadílek,MF,cz Czechia,27,1.cz Slavia Prague,1999,3,2,183,2.0,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,7c9fa389,27.0,MF,2,183,Czechia
Alexis Saelemaekers,MF,be Belgium,26,1.it Milan,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0.0,1.08,1.08,1.08,ee251371,26.0,MF,1,83,Belgium
Ismael Saibari,FW,ma Morocco,25,1.nl PSV,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0.0,0.71,0.71,0.71,3ec9f005,25.0,FW,5,381,Morocco
Bukayo Saka,MF,eng England,24,1.eng Arsenal,2001,7,3,358,4.0,3,3,6,2,1,1,0,0,0.75,0.75,1.51,0.5,1.26,bc7dc64d,24.0,MF,3,358,England
Mohamed Salah,FWMF,eg Egypt,33,1.eng Liverpool,1992,5,5,425,4.7,1,2,3,1,0,0,0,0,0.21,0.42,0.64,0.21,0.64,e342ad68,33.0,FW,5,425,Egypt
Anass Salah-Eddine,DF,ma Morocco,24,1.nl PSV,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0d274394,24.0,DF,2,212,Morocco
Nathan Saliba,MF,ca Canada,22,1.be Anderlecht,2004,3,2,182,2.0,1,2,3,1,0,0,1,0,0.49,0.99,1.48,0.49,1.48,44cfc681,22.0,MF,2,182,Canada
William Saliba,DF,fr France,25,1.eng Arsenal,2001,6,6,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,972aeb2a,25.0,DF,6,479,France
Antonio Sanabria,FW,py Paraguay,30,1.it Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0a447501,30.0,FW,1,83,Paraguay
Davinson Sánchez,DF,co Colombia,30,1.tr Galatasaray,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,da7b447d,30.0,DF,5,480,Colombia
Jorge Sánchez,DF,mx Mexico,28,1.gr PAOK,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,c8d1c3a5,28.0,DF,4,348,Mexico
Leroy Sané,MF,de Germany,30,1.tr Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,2b114be3,30.0,MF,4,326,Germany
Ibrahim Sangaré,MF,ci Côte d'Ivoire,28,1.eng Nottingham,1997,4,3,268,3.0,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,bced0375,28.0,MF,3,268,Côte d'Ivoire
Kaishū Sano,MF,jp Japan,25,1.de Mainz 05,2000,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,7a7a6361,25.0,MF,3,270,Japan
Douglas Santos,DF,br Brazil,32,1.ru Zenit,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c50e5bba,32.0,DF,5,441,Brazil
Ismaila Sarr,MFFW,sn Senegal,28,1.eng Crystal Palace,1998,4,4,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,bfdb33aa,28.0,MF,4,364,Senegal
Joe Scally,DF,us USA,23,1.de Gladbach,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,236f02cd,23.0,DF,1,87,USA
Patrik Schick,FW,cz Czechia,30,1.de Leverkusen,1996,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5d4f7d61,30.0,FW,2,180,Czechia
Andreas Schjelderup,FW,no Norway,22,1.pt Benfica,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07,1.43,0.36,1.43,a427724f,22.0,FW,2,252,Norway
Alexander Schlager,GK,at Austria,30,1.at RB Salzburg,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6fe5c35b,30.0,GK,4,360,Austria
Xaver Schlager,MF,at Austria,28,1.de RB Leipzig,1997,4,4,238,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,8f056768,28.0,MF,4,238,Austria
Nico Schlotterbeck,DF,de Germany,26,1.de Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.0,0.67,0.67,0.67,34e12499,26.0,DF,2,135,Germany
Romano Schmid,MFFW,at Austria,26,1.de Werder Bremen,2000,4,4,263,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,220ace7e,26.0,MF,4,263,Austria
Abdoulaye Seck,DF,sn Senegal,34,1.il Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.0,1.58,1.58,0.0,1.58,f07a0fe5,34.0,DF,1,57,Senegal
Nicolas Seiwald,MF,at Austria,25,1.de RB Leipzig,2001,4,4,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28c6e925,25.0,MF,4,315,Austria
Ayumu Seko,DF,jp Japan,26,1.fr Le Havre,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5c6a4059,26.0,DF,1,86,Japan
Egil Selvik,GK,no Norway,28,2.eng Watford,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,05d89c1c,28.0,GK,1,90,Norway
Willy Semedo,FW,cv Cabo Verde,32,1.cy AC Omonia,1994,3,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d1edc98f,32.0,FW,1,131,Cabo Verde
Antoine Semenyo,MFFW,gh Ghana,26,1.eng Manchester City,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,efd2ec23,26.0,MF,4,360,Ghana
Marvin Senaya,DF,gh Ghana,25,1.fr Auxerre,2001,4,4,278,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1d383c10,25.0,DF,4,278,Ghana
Marcos Senesi,DF,ar Argentina,29,1.eng Bournemouth,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35141f4c,29.0,DF,1,109,Argentina
Kim Seung-gyu,GK,kr Korea Republic,35,1.jp FC Tokyo,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,eabaafa6,35.0,GK,3,270,Korea Republic
Paik Seung-ho,MF,kr Korea Republic,29,2.eng Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1e1bea09,29.0,MF,3,204,Korea Republic
Mohammed Abu Al-Shamat,MF,sa Saudi Arabia,23,1.sa Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,dd65e243,23.0,MF,1,136,Saudi Arabia
Lawrence Shankland,FW,sct Scotland,30,1.sct Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63b1a176,30.0,FW,2,171,Scotland
Mostafa Shobeir,GK,eg Egypt,26,1.eg Al Ahly,2000,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0cb1d2ba,26.0,GK,5,480,Egypt
Eldor Shomurodov,FW,uz Uzbekistan,30,1.tr Başakşehir,1995,3,3,269,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,57469b2d,30.0,FW,3,269,Uzbekistan
Otabek Shukurov,MF,uz Uzbekistan,29,1.ae Baniyas FC,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,62032a56,29.0,MF,3,237,Uzbekistan
Nkosinathi Sibisi,DF,za South Africa,30,1.za Orlando Pirates,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,932f8e2b,30.0,DF,1,90,South Africa
Kwasi Sibo,MF,gh Ghana,27,1.es Oviedo,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,be834ad7,27.0,MF,3,248,Ghana
Niko Sigur,MF,ca Canada,22,1.hr Hajduk Split,2003,3,1,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5c56986b,22.0,MF,1,126,Canada
Bernardo Silva,MF,pt Portugal,31,1.eng Manchester City,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3eb22ec9,31.0,MF,1,97,Portugal
Giuliano Simeone,FW,ar Argentina,23,1.es Atlético Madrid,2002,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,a6536561,23.0,FW,2,192,Argentina
Unai Simón,GK,es Spain,29,1.es Athletic Club,1997,8,8,750,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5dcf3e90,29.0,GK,8,750,Spain
Sarpreet Singh,MF,nz New Zealand,27,1.au Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4ba886c6,27.0,MF,3,209,New Zealand
